dataset,path,original_class,label,included_six_class,width,height,mode,sha256,file_size,duplicate_group_size,is_exact_duplicate,cross_label_conflict,within_dataset_duplicate_rank,eligible_after_dedup,excluded_due_to_target_overlap,source_duplicate_rank,role
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_325.jpg,trash,trash,True,800,450,RGB,19d3955496192b2c79dd4dd250765396e81d5ad2764048d90dc42dea5ae163d8,98338,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1258.jpg,paper,paper,True,612,408,RGB,a2b97ab3235d91b43fa713a269f0e4057c23afad009e4ebaec7ed65570bbfb39,33963,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_687.jpg,paper,paper,True,620,465,RGB,12c7e5d4980552b5feab621772330ca6b8c6fa6d6de2b2820243b8554eb29200,23908,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1390.jpg,plastic,plastic,True,284,177,RGB,4320885078bddb1fdf5007ffc8aaa0d7151de22f5e14e36ce5d7b6be06d2a8a9,6342,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_282.jpg,paper,paper,True,152,225,RGB,528751942f667d88cc49a8f14f063e86fe4044bc5bb5dd335cf8fe60edd4d015,14004,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_899.jpg,cardboard,cardboard,True,915,653,RGB,3012cd7a3ee3e88a257564243072bfe97b25f84330df33a7f5c2679cb7a8d921,54445,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_354.jpg,cardboard,cardboard,True,768,712,RGB,1192612a95e094e720b5afe4c113b8d5b2e421b5f49de764a76643f20fb81538,30306,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_367.jpg,paper,paper,True,888,1280,RGB,174cf84a3f1256297e30ad0decec2a014c9efc1d208bd94e9cb3e192751b5302,195099,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_275.jpg,metal,metal,True,278,181,RGB,a39d7ef0a07e4643bfbf404d386b66a3a758d6dac8ab59c54dc9ca091d1109a6,8073,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_422.jpg,metal,metal,True,225,225,RGB,e0606c65d1f200d82a692a32134985588f1ba4ddf41466fa8659978f07645be0,2601,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_80.jpg,cardboard,cardboard,True,300,300,RGB,be94bccff18bab282380b7d83ec1f8ee6278811b7c0552f3e24944e2cf1e9918,12786,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_319.jpg,glass,glass,True,474,663,RGB,a2a92d2f337662107a25584598026b4bc50042b85d811abff0924260d5e888e8,26581,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1151.jpg,paper,paper,True,340,270,RGB,1d28a0c5c39210c20b505680e2b4a1588f8cac8a2f8e9f568e4bf51cc07e0565,31521,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_853.jpg,plastic,plastic,True,290,500,RGB,c85c445543aa1f4fea3d37b6ecb22dc909de6e3ad57086e89659e25697694599,15164,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_40.jpg,glass,glass,True,183,275,RGB,550708b8c18ab701b5d3cb9181420399248951ac3eac823dcaa417afaa569eeb,4699,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_519.jpg,cardboard,cardboard,True,474,726,RGB,f1eaab8df41d60deea14b3199fdf848061e04580fc1ccafc0bd9d8b86abfb39e,38674,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_599.jpg,glass,glass,True,209,241,RGB,70b72983c5998efebd69dc614734d4c9517daac245290c7b6ebf325701f961a3,5178,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1162.jpg,paper,paper,True,1080,1440,RGB,33ed95de99762fc6044abed136af8c20d3c664314eae161781511d379c8d391b,306451,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_238.jpg,plastic,plastic,True,194,194,RGB,1f1f978cd8240ab6206a34df6d1a514e2ffb594f5534cad56f6ebae35dfa1da3,2053,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_7.jpg,paper,paper,True,253,262,RGB,9d854989b64405bf059b00ff2d41cde005cd07af25316fd1234aa5ca5878983e,28689,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_794.jpg,cardboard,cardboard,True,200,300,RGB,8974524e3b7f1b9b0169c166cf58cdc7fa6b78c50cc6e664fc8afc3552b2274a,65219,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_291.jpg,metal,metal,True,169,225,RGB,94bf0a5707159b2733f170f9df2aef0d6f9559c5c8cbb883af13d170fd9f5bea,9323,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1667.jpg,glass,glass,True,194,259,RGB,70286fd58341ac15f4c3619af191bb653f92ae8221acef1a9c4e20c8e70b2d2a,5943,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_357.jpg,trash,trash,True,225,225,RGB,86185c549b4b9647903fa46ea17e94776f4200ee58a8890eb4e52491763afa70,4898,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_488.jpg,metal,metal,True,472,252,RGB,dbb29b614f7eae208b87a76b1a172ef1adc390abc7ad06b938276037c55cc52f,29395,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1269.jpg,glass,glass,True,230,230,RGB,b62d63ac379c587c5ab87c0a1571007a1be7e185494449f61ca44f0f48f5d8b9,5168,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_963.jpg,paper,paper,True,227,328,RGB,66ee5fbe9cca5e2d7594eb681b70ba38fd582e535392b5a767e528077a50bf00,12526,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_549.jpg,paper,paper,True,640,640,RGB,efbb1e0770ca925cb8f8a0b5f3065ba71faabdd5aa6b1a494e0ea63577fa3b53,89899,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_605.jpg,cardboard,cardboard,True,172,288,RGB,1764d563e0b91d3f9543da1eb75b7f6b529004f30da09113ecba5380bcf58b88,8871,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1221.jpg,plastic,plastic,True,675,1200,RGB,e8a8b7af1b8ed589f0589b542cf316d75c61fbaa4211d5f9dbe3158c6c093a8b,105816,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_587.jpg,glass,glass,True,73,225,RGB,ec779f8d5862add32b8925d2269eaa2ffb01a3168d4b726e43a4b025cfe2c897,3549,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_441.jpg,plastic,plastic,True,415,285,RGB,d3122d4b367b50f827c54d7576ec7723174b5cb88d04d0943b5fa0864cb3188d,77740,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1198.jpg,glass,glass,True,203,248,RGB,1023802d69ef5c842865bbe8e4fc596665ce0b14ae57d762808097ee772047a6,8855,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1123.jpg,paper,paper,True,169,225,RGB,882e5c2d52b707c599bb706ca1f665dd0fb175c2fedec8d37f2943c163771d82,8287,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_518.jpg,cardboard,cardboard,True,367,137,RGB,911cbe0c67ece7099432eb0e561be2758a945b3e529884c98a3683ab815cf5fd,8406,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_74.jpg,paper,paper,True,474,515,RGB,287f71c08ae5bf7b0be07a5b1f25f2db4253fe87c20a9fea7062892be225722a,21256,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_609.jpg,cardboard,cardboard,True,474,631,RGB,31f262f2ca490d36ee224f1b87aa8c3214b32fad39026df7e2a76dca4244b4d3,32030,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_606.jpg,paper,paper,True,352,405,RGB,ccce33f9610b65fd4df2cfeb51f32f38743d887d9a293337db8e47fedaaf4956,22845,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_623.jpg,paper,paper,True,660,219,RGB,654b8a68f8e40a15c0d2b1c17eee97f982e111d7dae89036f675d81cc0c40d04,70251,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1504.jpg,glass,glass,True,142,335,RGB,a480915824f3477bb0af280c8b766d5130fceb76b85bb1b4a18c73cee72f7b9e,3283,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_806.jpg,glass,glass,True,350,526,RGB,3b9680636c65faa49d6d0d074e1d04fcbb69de4bbfba7ac0bcf78ab9076dc0cf,85210,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1193.jpg,glass,glass,True,275,183,RGB,2125855fa10f3f653b539efed167ee9198bd7c681603540abcf7ca500ffe4354,4834,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_395.jpg,glass,glass,True,1200,1600,RGB,fb497285a993069a1aadde18f079c24662cdd620f25726427e5c2d88a35f840b,342504,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1223.jpg,paper,paper,True,350,231,RGB,b5e2bb475d98a7e223aa959e4659bb88c477743564b26df400b8292308017a20,7847,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_146.jpg,plastic,plastic,True,480,640,RGB,f6da24eedf1dde5d5ea48aa9d987b77aa93d37f8efc55319ad008a2eadd0f8ea,49175,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1273.jpg,plastic,plastic,True,225,225,RGB,8769cb0d784793e2db903cd7d89bdd32925c9d76501bf3c63be0b9402f1e7e64,2537,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_946.jpg,cardboard,cardboard,True,259,194,RGB,1b9ef2352ae3cf5d82f8d36167cb6f8682635122f5751d5a2c57c40ab41fde35,3846,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_437.jpg,trash,trash,True,224,224,RGB,97b2fb0db0a99db7b6364f4c58a6b7232d61fc50ee66051cbba08838d6b586dc,2864,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_773.jpg,paper,paper,True,474,578,RGB,7476195ad58ab89f1d1dca515141e30d677caac9ae4dd7be3252057785a0aea8,60954,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1235.jpg,glass,glass,True,225,225,RGB,eb201737fa77f1b93ac39e41b44015407992c86c128f8d55c13513082570b0a2,4101,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_13.jpg,cardboard,cardboard,True,727,1600,RGB,e864a565d7de82117a8548fa2dba12812816ff032805a12b3c4c8751637bf7f1,192690,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_937.jpg,cardboard,cardboard,True,900,900,RGB,ae25dafd8f2addaf1b4db0836e4455aceeb5a7be65999b452cf79dcf13d3108b,48130,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_414.jpg,plastic,plastic,True,720,960,RGB,e75e6fc42efe7d9bfc7f24bcca18c53661dcbd849633217e5f9b1f2531aa8cc4,48835,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_344.jpg,glass,glass,True,268,188,RGB,a492fe5e11f2279953a9ea822f631622a01aec5e00fa5985698e25def7b15b98,4666,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1355.jpg,glass,glass,True,474,631,RGB,6ba4ec830b7ff6610f6269a070dc80b93ca37935208ecd50da5a8fc3c9bf7c20,17783,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_966.jpg,plastic,plastic,True,218,231,RGB,07b4469de7f21d1838ee9b5fccfe4e1dce77307ec23311fd078884dbf069a639,11925,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_300.jpg,paper,paper,True,640,640,RGB,181e47fb79f6b346d399b9219861b684fa6b3c047e6d45313ef506e90ad7ea97,48273,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_188.jpg,metal,metal,True,300,168,RGB,645ad84e63d5bfc2f2677dc7513ee4142b93f732a761b272b8ee9ea7d26c1a72,6967,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_691.jpg,glass,glass,True,207,244,RGB,eb44c5022a98a2f416064fd80bb7f167bdb54e9632fd155b032c041c7682110c,6614,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_436.jpg,paper,paper,True,474,355,RGB,bd224b461d5d20748b09fd88155904cc14848468af974ea3c9c690db5f13d856,10320,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_759.jpg,glass,glass,True,127,225,RGB,aefd167243ee817a2077e6317e7c35d8f68893edc6dd2abb95e4cb515e50bf71,3905,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_837.jpg,metal,metal,True,568,561,RGB,b2817b7b369c0d7869fbb8fbc6e64b8010a7d56aa59a4fbc58d0f7bc541d45d7,86376,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_460.jpg,cardboard,cardboard,True,172,270,RGB,396ba92704a82802260dfacea2536ba21bafbe580fc3bb143b8e993078a23ecc,8338,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_360.jpg,cardboard,cardboard,True,450,450,RGB,55b020450723078ba7bf8d22f63048b12b86386b33d75f1e04cbf7c841f9d844,32707,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_735.jpg,plastic,plastic,True,1080,1080,RGB,7cca4700353edbea900810b044fe188084bf7675f09e8256b221f68ff96be1c5,27761,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_152.jpg,cardboard,cardboard,True,143,353,RGB,e84d8534b3cc18422fc239406a6b8a327b2763b654258f293296afaab1a135d9,15166,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1349.jpg,plastic,plastic,True,262,192,RGB,7fd627d95faa0ee601886cc064deebf0f134e03c911f75deb613bb423f6f0553,4394,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1200.jpg,plastic,plastic,True,1200,800,RGB,299d167b4443719f604e37de1d7df0a9c923584d2175a7a6bfe857b766711429,90845,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_427.jpg,paper,paper,True,240,270,RGB,66423e0baa530ddd70a702a8a964e031c855b59f9d1452332b8b362b8d1d3743,26717,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1536.jpg,glass,glass,True,215,234,RGB,38f53f10c32c20541f2f3e66c43b4ecfe17b1183c2c3a9cdc402bda5f0c79266,4989,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_155.jpg,glass,glass,True,295,289,RGB,78c7f4b57f198b14278175517f019cff5bf81ebe38122ac36712a5b7ede83843,7014,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_461.jpg,plastic,plastic,True,474,632,RGB,541f12383f71949bbc6238bec97a11d47467912125793103117058ec5e5fd43d,36643,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_587.jpg,paper,paper,True,474,355,RGB,c1f4480baa2ef7457378b018e30047ed83a1720a88844154a9f45e94ac700e3a,28601,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_465.jpg,paper,paper,True,369,270,RGB,6aee521a15bb9e79566dbacc20e4990d4d16512890ac9ce30a1274b11759505c,14727,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_208.jpg,metal,metal,True,475,264,RGB,3285869b590498a5e2f77ca4ffe8af52d371d761ac285dfff347836a2ba6fa94,28112,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_32.jpg,glass,glass,True,296,170,RGB,3e84f2efabc2192ab8bee0285635d6b89c859090cc3d4e3c34fc51705b4badd7,3673,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_126.jpg,trash,trash,True,655,503,RGB,ff180f3e62fb407b1febadc07c7b4ab548d6bfc79cd6681ec2cd2bee0ec6334c,58180,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1472.jpg,glass,glass,True,474,632,RGB,b34d47c155939e396c67334eb1a06214c33f8e06bdea41b0f3576df25e9ec46b,32914,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_722.jpg,paper,paper,True,318,270,RGB,add739a1f7d017b3410b94c8616ee8fdcaa75add9b58a3bf86e7b3dcec97b836,6619,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1345.jpg,glass,glass,True,186,271,RGB,abca1cc097552c0c8ecd712e74355b4afe63bb6e74abe0f2df013e7510d7627c,3032,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_369.jpg,trash,trash,True,225,225,RGB,4b6f68e8ffe0b5d367072c7fa8afcff07d8ec5f42982e89d16555c34940a1a45,3513,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_712.jpg,paper,paper,True,1280,1180,RGB,dbfea6ff90329b257b83a45ad5ea950f82f8ae234b0bd5f76aa5692ec50ba70c,218685,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_853.jpg,metal,metal,True,195,258,RGB,f02781304f915d96b25a869158e58009305d1a67eb53a84f223618ed2e9ed8a0,4849,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1454.jpg,glass,glass,True,320,240,RGB,135b0fbf468062ef33231ffe9d7057342604f00add48efd7a9623141566a491e,28299,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_313.jpg,glass,glass,True,474,663,RGB,595093ff8cfa35110082bbe67d24e8aaaef0983e268caaa12605fe67681af21a,41127,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1295.jpg,paper,paper,True,964,1280,RGB,6a8c15596c3d39e787133e108f46a208e4fd2c2abc7fb2cb3ee7e9621b7aeeb4,75482,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_839.jpg,glass,glass,True,225,225,RGB,7d107c13238d5fb5f07ae526fbeec396d6e85250c82299af3cd7bf997f7cc311,4693,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_496.jpg,paper,paper,True,475,335,RGB,b211cc28abebc6985dba5ae8ae0efa145f507f6a488ce55edbe5274ae574e831,30758,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_81.jpg,trash,trash,True,800,450,RGB,97d9db2dd710e8e6abd1bb15ab3c034a068ff26265fc9c8ac836f065bf2d94c2,120289,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_134.jpg,paper,paper,True,460,306,RGB,0c22d6222fe2806f658e0737dba66e410a38260e72ff695b6d1aaddbc3a0f944,13977,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_137.jpg,glass,glass,True,224,224,RGB,5816b5572b70e0407366cae6a557982242b02e4f19e5818d50b38fb53a9cc345,2783,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_913.jpg,plastic,plastic,True,2048,1536,RGB,968aa13214d978725acc6a6eea4f7df1d6ce46bf6576d41fe337d3e495fb4a46,179401,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_692.jpg,glass,glass,True,474,631,RGB,edb58ee583b36bcd906be0a0288499cef9a7975b06b26b630a089844c24c6cc2,36597,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1596.jpg,glass,glass,True,183,275,RGB,26c539dea64de6d2a4af380e3336011c67d801be84d026955a539b1c7af0c85a,2309,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_879.jpg,plastic,plastic,True,400,533,RGB,04982fc1d58f920b5e30ce4a43b8efb7c067c47d02751187bf1504d0f539afe6,223858,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_611.jpg,glass,glass,True,225,225,RGB,1d1a5251c2142e5957399eb6b74c9486463ee3820369940ad0d0305e07d83bfa,4362,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_902.jpg,glass,glass,True,259,194,RGB,4284064495d47e5bb153daf9e1db113699f493a84065f42379d03d08a0227387,5830,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_535.jpg,cardboard,cardboard,True,600,600,RGB,8c34437e6a5932cc372fd061520d6599df104eea00f5619d697e4d61a4893f42,36474,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_457.jpg,glass,glass,True,474,484,RGB,4dbbebea92d99fa65554a5cfb9eb4d84cd1c3edb04e3df501089a565a1284bb4,33843,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1397.jpg,cardboard,cardboard,True,474,474,RGB,e611ae715a7a1a0fe9696a926c2cd24967c8acc168c1b1b8072ff7db38f85344,13992,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_619.jpg,glass,glass,True,1280,1707,RGB,4edb39a5d4d412be6f0c43cc9d85793c6d9d1d6c10930a4a1e18abb57e186bd3,187016,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_510.jpg,glass,glass,True,259,194,RGB,977ade4b3828618167dd727ba79945b9c6141a9396ae0cf95d80fb4c1fa4d806,3277,2,True,False,0,True,False,0.0,source_train
