dataset,path,original_class,label,included_six_class,width,height,mode,sha256,file_size,duplicate_group_size,is_exact_duplicate,cross_label_conflict,within_dataset_duplicate_rank,eligible_after_dedup,excluded_due_to_target_overlap
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard647.jpg,cardboard,cardboard,True,300,168,RGB,0134d3f9f5d071cd6bfcd54a8b3ee9ae93746a878f54e616165930fb4a03a5e3,4233,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass16.jpg,brown-glass,glass,True,225,225,RGB,013cffe22032ab85537603d50a77059ad1cf84538e16b06645b81d2a22619842,3055,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper555.jpg,paper,paper,True,512,384,RGB,0154670a99ea33a7df713e3c1d46b3ddbaae489fe243844947b242e395041fe8,26990,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass135.jpg,white-glass,glass,True,276,183,RGB,0171b0c4ec351051186b0be89b39927357c5a8ce90843c799f6ff16250e93d2e,12046,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass759.jpg,white-glass,glass,True,512,384,RGB,01ab3f001cc739fff5eeb801be46140c80d43a4577384ff20a1acef9f446cf84,16389,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass379.jpg,green-glass,glass,True,292,173,RGB,01b26fd104e88e3faa900465d8d70244a01e88ea853d48e80218951adde58945,5407,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal476.jpg,metal,metal,True,275,183,RGB,01cea8080e71f1cc800f35dc2f7f7b0cb4da264c1982cfd3e316a3711453679b,8972,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper1035.jpg,paper,paper,True,512,384,RGB,01de0e642d3da0ca996db66780a0de0494a68a4f9897fdd8747850bcbac51174,13436,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic428.jpg,plastic,plastic,True,512,384,RGB,01f8d026e7a6f1fc6bc47cf9ddb98e7c23d0cfb538a2f1822bf5287beceb6872,14394,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic732.jpg,plastic,plastic,True,293,172,RGB,020e51f79c9a9716422f05d0ad49b6ab6c199e7828912e1166567c63ce5a0d71,5736,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard436.jpg,cardboard,cardboard,True,225,225,RGB,02284378ead866b586d314cd1f061a0c9d78b17654b9b335ea36ec30c3dd3006,4552,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard838.jpg,cardboard,cardboard,True,300,168,RGB,02398893035c6683a0ec6609ffd37eb66c3b024a8ff6a1ecf858472e525f5c30,5196,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic285.jpg,plastic,plastic,True,512,384,RGB,023c1c633cd1d69cac64abb54d1d300f51fe2c208770db4732584e35382591c5,17885,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal349.jpg,metal,metal,True,512,384,RGB,0240d79e364cd38b6b0ae37f8fa09d5121a65e2ba21eb4229f9931346aa460c6,14179,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal350.jpg,metal,metal,True,512,384,RGB,0253bcb2f1b13887013ce924d61ff67f63a02b377ae6ee189541e4d18acde7ba,9812,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic591.jpg,plastic,plastic,True,168,299,RGB,0265cae1d738d8cf23dc325dd624bdc84b42d6ce07eac8d87d3366df6d23e4dc,4508,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic817.jpg,plastic,plastic,True,190,266,RGB,026f05c2654952f90f6e43a976c3c31813140b8381b90fcf5fd4d61179587df6,6127,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper1033.jpg,paper,paper,True,512,384,RGB,026ff2aaf51863144d94ac30c00a9ebad58cdb01335f58128474e1b3bc386ca7,10995,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper1018.jpg,paper,paper,True,300,168,RGB,02a23f3700eb1b7d744a4e366a80a801279d6bd0602b8fff122c079ac50fe3e1,24125,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass141.jpg,white-glass,glass,True,512,384,RGB,02a46a9c5478fbcd6c96d8d10229ac80ddf002dc839efe95be2d9eba97bacd0a,9288,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass458.jpg,brown-glass,glass,True,225,225,RGB,02abf84e389a2321b3047a1dd7a103a6314ec61a2bac28d17a0adc3c562dd392,5540,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic91.jpg,plastic,plastic,True,512,384,RGB,02ac4f6ea8c3bb88022ae62c041f10aba417a89b9bff40882d5b906267b2132d,22219,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard10.jpg,cardboard,cardboard,True,512,384,RGB,02d2fd8bf5530e970dbef1107cee1a731c781a838d61174953a3d171963f5d94,21821,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper841.jpg,paper,paper,True,194,259,RGB,02e3a84d7cd2364994087e518ed9a85fa140e9a07a444be0ed67b44e86ebdcdf,15902,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard602.jpg,cardboard,cardboard,True,181,278,RGB,02e83e0d9855e6a23d21f918b9a107ca53f82e727c2c8e126448ce76618f8826,4059,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal462.jpg,metal,metal,True,512,384,RGB,02ec8cb34c4e1121098fb1f5b050d94e72bf149165e2679134188001b5b4bc06,42526,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal178.jpg,metal,metal,True,512,384,RGB,030338f9dd3986a571552865e0fda1d91e13293fb370b1c0b110fc4043d03484,17148,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal492.jpg,metal,metal,True,225,225,RGB,0304a8d28a91eab72b746d2e3ba585139f9abb91698080738f6281db1a69870a,5771,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper472.jpg,paper,paper,True,512,384,RGB,031dd1191a2dbacb3366708667ea6ba4fe68d87619ba9366e36d7a68bc8f7e9b,11363,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic320.jpg,plastic,plastic,True,512,384,RGB,035d22330d0d075cc9f336a640224688346994d7f0f9e7512216aca90d1fc505,14088,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard655.jpg,cardboard,cardboard,True,250,202,RGB,035e3d72bf9359778cd320ee14cca7bc3b98a718f0d2365192a0f719dae3383a,4463,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard656.jpg,cardboard,cardboard,True,275,183,RGB,036733884148e66c64693510c253c82b4bb03b4a184382eba1ed180fdac9d18e,4169,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass188.jpg,white-glass,glass,True,512,384,RGB,0381217bb245aadb51014ebd8f8cd802013dc1ee9a3cfd263c5fa9563a346760,12894,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass593.jpg,green-glass,glass,True,259,194,RGB,0381d5ad6da0bacf0dfddf8a02832cf0ba6047c9eb76053ad4ce4e826266b767,3606,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard497.jpg,cardboard,cardboard,True,262,193,RGB,03b5923e169cb56d6803f19c8c12570129c51ce62bd981f87fb8f54aad7e6e52,3375,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass134.jpg,brown-glass,glass,True,512,384,RGB,03dc0b4a954ae8b2a9044eb853ccb35c232b5d0bb7077c3cff09ddc1e813708d,9596,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal375.jpg,metal,metal,True,512,384,RGB,03df33467ca34568ab435414614bb91881b006510bfa7fcc5cb131f51990ec9c,13290,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass125.jpg,brown-glass,glass,True,225,225,RGB,03f26107f0145dc952ec1ad35fb98533a85f75e7a98920a99e16839faf4948d6,5176,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass11.jpg,white-glass,glass,True,512,384,RGB,03fc1a7c0a8ae695a6718ef0ed67f2c702a551a220dc86546e7aefa56754a097,6789,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal203.jpg,metal,metal,True,512,384,RGB,0413e18095f291a9981eef27ef111f46bc08d420777b5866fc6293b36f80eed7,23563,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard235.jpg,cardboard,cardboard,True,512,384,RGB,0417170e5e24a3210f42957a6b7c058c5985b2e01c11a76384cf4ede41fc6580,21567,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper635.jpg,paper,paper,True,512,384,RGB,04290269968b9c9713d5c0fa1fb026529d365c90a2cf268089b048b8262470e6,33662,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic135.jpg,plastic,plastic,True,512,384,RGB,043b7646fdac3e6af282ae292b74a8cca39e8d5edc36b004046cf348689644da,10316,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass666.jpg,white-glass,glass,True,225,225,RGB,0476930db43e4dfbafded0df580e2afe9173756a3fcccf0d1dabf36f8130cf2a,4376,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper527.jpg,paper,paper,True,512,384,RGB,0490e06c49cc09e801b5a3b988c0e4cae3a277e0c0dcf1532dd2481ec12f541c,13620,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic256.jpg,plastic,plastic,True,512,384,RGB,049e0cca6b8514626cb43768ed556f745589a26b0ab91b9e69d648aa00324495,16318,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/trash/trash509.jpg,trash,trash,True,225,225,RGB,05077b4f840bb7dfcd39fb2ee401ca91c4fc2307a5a311a5664d4f62b3a0031c,2887,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard266.jpg,cardboard,cardboard,True,512,384,RGB,0508c9888988e9c335d2ed849c10f4206e73bef9c2603b5fca4c73cb8d956eb4,22339,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal309.jpg,metal,metal,True,512,384,RGB,05293a24ebfa31caa438ba522996f715de17ba84a8618e0a3db7d17cbcc14eaa,16000,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic230.jpg,plastic,plastic,True,512,384,RGB,054a9303cef789e03f84b8ec018cece84beb906a64c6aaba75c15e1c4d4d1027,9538,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal437.jpg,metal,metal,True,512,384,RGB,05712498b243211d0e0e6292cbb8ed6c2df586212ab5009bb470b87c5f362bec,26838,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper489.jpg,paper,paper,True,512,384,RGB,057644efe18833281f00eb77a07ad4024d626d1c6f3bc2130b97868def2e6408,14096,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass447.jpg,green-glass,glass,True,194,259,RGB,05921a6e2bfa9eeda18f6727a9dbcac49129a53dd1e409e364b0eef60a493f39,5597,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass430.jpg,white-glass,glass,True,219,231,RGB,0595ff0186ae481ad08337d056bdbba0f7c0e26d02b0cc012813a29649410272,4978,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass441.jpg,white-glass,glass,True,225,225,RGB,05a6fe96921cdd71af89f32581d1c0d810ed92c3a844266831361dceac84dccf,2560,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass260.jpg,brown-glass,glass,True,512,384,RGB,05b945d5d004b3c64416a2b92727d8b493f87b63732e03fb5180376d34600c70,10388,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass547.jpg,green-glass,glass,True,259,194,RGB,05c33d66315dce0d3ee32fd22e8c90529fb152b7ddae4cb473c44d7440da7b01,6203,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal709.jpg,metal,metal,True,225,225,RGB,05c6ed4b19eca66b6854711148fee58913263a5b515b8e51e0e2c3605cc574ab,4340,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic706.jpg,plastic,plastic,True,512,384,RGB,05da256767172a2eb0619d0014d6763bb4cbb92b75e3fd328c5db86f6f80f6bc,10109,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass470.jpg,brown-glass,glass,True,225,225,RGB,05efd734780cee676d862d2cc7f4cb3e70d3d5a3c42f1aed27516966e6a68435,3493,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper766.jpg,paper,paper,True,512,384,RGB,060686c8212b009e41d21712e8d132d4e5a0a0eacf07bee5d81095c63f384164,10869,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/trash/trash200.jpg,trash,trash,True,275,183,RGB,060a609c030991964d700c7259524ca30a92d0d0e5bc870d4b4d9076ae3bbc43,3868,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper479.jpg,paper,paper,True,512,384,RGB,0611db0e706c308fb625bb6c83494421f71d00c224956430cb258017d3fd286e,45507,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic408.jpg,plastic,plastic,True,512,384,RGB,06210ee684574356308ab6a75b5c7cdedc9959a0b1033b968d98d1dee7fb5b90,19339,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass478.jpg,green-glass,glass,True,225,225,RGB,06296b9ccdf01ab94b10791f81ad1dfde0d5df16022816db23ffbe1980d9e2d1,3379,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass175.jpg,brown-glass,glass,True,512,384,RGB,0645108795eb95f8206e17995470fbe0ff6d76f7bd352db55770dc49718eb4e6,9989,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal207.jpg,metal,metal,True,512,384,RGB,0647d5376a54912ffb1ad2a53a18139a3d78d5901f34f9e372dab207f6dc7c3c,32406,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal498.jpg,metal,metal,True,275,183,RGB,0658c102e045ed7e2fb1c32f5b7463ba00e9154d924a3e2341be31aa803b9059,4543,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic418.jpg,plastic,plastic,True,512,384,RGB,067d32a5afde16199cbe295b57d04bde2495c5f5f54c1053982d9ee706733af1,8235,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal67.jpg,metal,metal,True,512,384,RGB,06a375005afe2eaa148c3151b5887374b35724bd7f0998027602c111a468565c,23265,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper1003.jpg,paper,paper,True,512,384,RGB,06a3fd636f031d89e3fb4420c4642c335a68cb22e2b40a6e9264e46520e2e6ab,25851,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal210.jpg,metal,metal,True,512,384,RGB,06c1dd04695d400b37ba96e1fb2455b6bd8dbb6e7f0cb5b9b6cc0ffc4b6eb32b,17456,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard204.jpg,cardboard,cardboard,True,512,384,RGB,06ed07ee05770c9b54c0bb775e50183a898985c514ec191ad00432c0bae46583,22991,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic318.jpg,plastic,plastic,True,512,384,RGB,06f511f3f263c68b88df3da413392322c6615510bcc0844abf7e47fb822e94a5,13137,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal676.jpg,metal,metal,True,275,183,RGB,0719c787e79e1e88e5ef0b87aa13fc009aef8fd81edc8ea318db53ccd6efea66,2977,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass411.jpg,green-glass,glass,True,225,225,RGB,072253f319072905b67609b6b36d77f6455875ed326ce74a98f9fd1937330f21,2560,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass697.jpg,white-glass,glass,True,225,225,RGB,072c4e99b77571a66ee53535e5072cfd7d5c60e27990076dbaf43e9c2c1bcd68,5860,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass461.jpg,brown-glass,glass,True,194,259,RGB,072c7bb651948be3747bc4b64d7dbd2aa9c899a130cd07c3b748aa37dfbf0e14,5063,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal39.jpg,metal,metal,True,512,384,RGB,077c55b3fedbef7bed89a822a33b6543cc7724b6160928d58d8bfc8354c4cba6,9528,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic669.jpg,plastic,plastic,True,218,231,RGB,07b4469de7f21d1838ee9b5fccfe4e1dce77307ec23311fd078884dbf069a639,11925,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal447.jpg,metal,metal,True,512,384,RGB,07d65036157aa88ae26a72341a2f6a2af41af43729bca6f3d88b994e6d66c693,12657,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/trash/trash438.jpg,trash,trash,True,194,259,RGB,07ec38e2cacf487025080a19b669501b5ecddccaefe70d5bcb0549834816a096,5039,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic528.jpg,plastic,plastic,True,275,183,RGB,07f99017436589a01ebe8ae6e189cf81fb5d3aaeca0a83547810564380370c83,6180,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass319.jpg,white-glass,glass,True,225,225,RGB,081edd4cb537e8053936d4420b3bb3af139478f3d41baf4d396be1df6847f763,5866,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard331.jpg,cardboard,cardboard,True,512,384,RGB,082481ed884286c4380d107d5c20ec264ad27808210a960f2d7fe1acbfaeb2ca,19565,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass132.jpg,brown-glass,glass,True,512,384,RGB,084511aff76ddb2668538ed7a25fe803d53e625cd3734f5a5656e00a76fb7a92,8296,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard69.jpg,cardboard,cardboard,True,512,384,RGB,085d315f8e07cc02331078e9eec61642a2b69101b20e234ceb69e2e6535680cf,27373,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard559.jpg,cardboard,cardboard,True,364,139,RGB,08692ff3e63a3698c01ad92f71fa8695fe3dca789b7236b9abae7006dafbf27a,4365,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper661.jpg,paper,paper,True,512,384,RGB,0877a4c8265392dbf72773bab97107db33249a7add9b12df7d3568f51d8eca4a,12076,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard627.jpg,cardboard,cardboard,True,512,384,RGB,087c11b5a5003eaabded9748b1ee459baaed56492c02cd1bcdf17587aac01233,16325,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard5.jpg,cardboard,cardboard,True,512,384,RGB,088abe8da4601c733f63ab5ac545693835a927ae20a66c49e6906ac7ff157bd2,28797,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass90.jpg,brown-glass,glass,True,210,240,RGB,08b082c08763ec79f8a59c81dd88e4a657f28c20b6e26e9e8b1ff8c5acc53e4c,2338,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper637.jpg,paper,paper,True,512,384,RGB,08d34a8e2c1c957356bac99fe209d888a26de1567219a05c709f9bad4622d902,20903,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper679.jpg,paper,paper,True,512,384,RGB,08d8d85108c138824c66df05dce02dde50342d846881f4de81f4a64c8acd3391,14859,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass180.jpg,brown-glass,glass,True,512,384,RGB,090284c9439f7721302127d75180f285d148ead5f923a3b0ca020260bacf18fa,8295,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/metal/metal414.jpg,metal,metal,True,512,384,RGB,093bb7624598febe1376792108f31ea7039798e4e6e248148817a9999ef39bc1,27598,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic283.jpg,plastic,plastic,True,512,384,RGB,094c6c3a65cbea6b2a26f25e763b073b57a90786a13eeb010b5d139426a90a5f,12293,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass579.jpg,white-glass,glass,True,225,225,RGB,096d957d9ab748f3b6eb09b6f78779f60a77b19f525a36fe73e1e3fcdebf75ea,6238,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper513.jpg,paper,paper,True,512,384,RGB,0970cd522f3edfd684615e01241735c3e6feb4f81d7088bdc4b174e199819666,13601,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass179.jpg,brown-glass,glass,True,225,225,RGB,09780dc8bec4768637a18df05c49134bf3e784a34b6cf6fe42393846a5f6d7c5,2765,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass56.jpg,green-glass,glass,True,259,194,RGB,0992fb8f38f815db19814dbaa09914b35098e81ec65e35b0120c9d6be4ccc6bd,6373,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass677.jpg,white-glass,glass,True,225,225,RGB,099d6ae51ab3e25744691c12f05b51520aa5f15546764a8b429543fa95b7062e,2707,2,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic113.jpg,plastic,plastic,True,512,384,RGB,09a6d4927b5d8d3c819db94ab60cc96a484abd731c2c08f323033a80430e3467,16322,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass297.jpg,brown-glass,glass,True,512,384,RGB,09c42f13f1174b8a13f64af3d6fe4589a14b8a2b4124819bead0f3fbfc467d1e,9089,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper872.jpg,paper,paper,True,512,384,RGB,09c9a789456404445c500cd5e50903e020456e25ffdf9aa5caa638440347cc5d,21259,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper857.jpg,paper,paper,True,512,384,RGB,09e48f6be6e26e151c8fe44499a14c46d23e80d92a2478d990b14ff8d1be5fad,9936,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic377.jpg,plastic,plastic,True,512,384,RGB,09e75e68f5b4514645b59e090f13b430d448b9ba03ea05a648a0ed83be35d4ec,20022,3,True,False,0,True,True
household,/content/waste_datasets/household/garbage_classification/paper/paper975.jpg,paper,paper,True,512,384,RGB,09e7eccd73b0f56d3daa6656d3a1388e92b9b25aff046816caba9c7d05b244d4,13018,3,True,False,0,True,True
